date,open,high,low,close,volume
"2022-04-15, 08:00:00",42.9900,43.2690,41.3300,42.7000,155976.2
"2022-04-16, 08:00:00",42.7000,43.0980,41.2300,41.8000,183527.5
"2022-04-17, 08:00:00",41.8000,48.5000,41.5850,44.8350,3745500.8
"2022-04-18, 08:00:00",44.8340,44.8400,40.1550,43.3770,2641337.8
"2022-04-19, 08:00:00",43.3640,43.9770,42.8220,43.4720,469685.5
"2022-04-20, 08:00:00",43.4600,44.2090,42.2920,42.7370,438384.0
"2022-04-21, 08:00:00",42.7570,46.0620,41.7410,42.1320,1066708.2
"2022-04-22, 08:00:00",42.1200,42.6670,40.9200,41.3050,314386.3
"2022-04-23, 08:00:00",41.3030,42.0810,40.7210,41.0100,215376.5
"2022-04-24, 08:00:00",41.0200,41.6320,40.4700,40.7550,212046.2
"2022-04-25, 08:00:00",40.7650,41.9830,39.5620,41.8310,404204.0
"2022-04-26, 08:00:00",41.8270,42.1920,38.2800,38.6650,374746.8
"2022-04-27, 08:00:00",38.6520,39.7710,38.4170,39.5440,278004.4
"2022-04-28, 08:00:00",39.5370,40.7770,39.3140,39.8120,350981.7
"2022-04-29, 08:00:00",39.7920,40.4140,38.3480,38.7630,223011.9
"2022-04-30, 08:00:00",38.7420,39.3530,37.7850,37.9140,444603.3
"2022-05-01, 08:00:00",37.9200,39.2890,37.7340,39.1140,353568.9
"2022-05-02, 08:00:00",39.1070,39.9210,38.4510,39.0730,422817.9
"2022-05-03, 08:00:00",39.0590,39.2390,37.5640,37.7720,305942.2
"2022-05-04, 08:00:00",37.7890,39.7170,37.6530,39.5420,426718.4
"2022-05-05, 08:00:00",39.5420,39.7960,35.7670,36.2040,460635.3
"2022-05-06, 08:00:00",36.1890,36.2800,34.8340,35.8610,386602.0
"2022-05-07, 08:00:00",35.8530,35.9580,34.4530,35.0710,262963.0
"2022-05-08, 08:00:00",35.0900,35.1290,33.4320,33.7910,420676.8
"2022-05-09, 08:00:00",33.7920,34.0510,30.0000,30.1210,1079815.7
"2022-05-10, 08:00:00",30.0810,34.8290,29.4440,33.0700,2408172.8
"2022-05-11, 08:00:00",33.0610,33.7440,26.3610,29.8650,2525758.9
"2022-05-12, 08:00:00",29.8760,31.3730,25.8610,29.6180,2310918.8
"2022-05-13, 08:00:00",29.6230,32.5820,29.2850,30.8150,947899.8
"2022-05-14, 08:00:00",30.8060,31.6790,29.9020,31.5100,475428.8
"2022-05-15, 08:00:00",31.5220,32.7620,30.8780,32.6340,427576.5
"2022-05-16, 08:00:00",32.6350,32.6370,30.7300,31.8120,637995.2
"2022-05-17, 08:00:00",31.8260,32.6500,31.1220,32.0090,408873.1
"2022-05-18, 08:00:00",32.0170,32.2190,29.5730,29.6370,401693.5
"2022-05-19, 08:00:00",29.6400,31.4470,29.5670,30.8910,792765.4
"2022-05-20, 08:00:00",30.9000,31.2690,29.1560,29.6790,480793.0
"2022-05-21, 08:00:00",29.6800,30.3180,29.3890,30.0820,220283.3
"2022-05-22, 08:00:00",30.0780,30.9290,29.9290,30.7060,232510.7
"2022-05-23, 08:00:00",30.7140,31.1450,29.4170,29.6540,469993.1
"2022-05-24, 08:00:00",29.6670,30.0760,28.6970,29.8230,487130.5
"2022-05-25, 08:00:00",29.8100,30.2520,27.9760,28.9940,692878.2
"2022-05-26, 08:00:00",28.9810,29.3260,26.5380,27.5050,497364.5
"2022-05-27, 08:00:00",27.5130,27.6600,26.2190,26.3930,533333.3
"2022-05-28, 08:00:00",26.4000,27.2240,26.3040,27.0830,335220.7
"2022-05-29, 08:00:00",27.0810,27.3700,26.6920,27.2670,295972.0
"2022-05-30, 08:00:00",27.2660,29.4370,27.0930,29.1460,706655.4
"2022-05-31, 08:00:00",29.1530,29.4750,28.4550,28.9360,519638.6
"2022-06-01, 08:00:00",28.9290,29.1080,26.4670,26.8740,432510.3
"2022-06-02, 08:00:00",26.8760,27.2600,26.3410,27.1310,448869.3
"2022-06-03, 08:00:00",27.1230,27.2990,25.7320,25.9590,412043.2
"2022-06-04, 08:00:00",25.9530,26.0340,25.5180,25.9630,258924.1
"2022-06-05, 08:00:00",25.9620,26.4000,25.6220,26.1300,349838.1
"2022-06-06, 08:00:00",26.1290,27.6260,26.0950,27.3470,502113.3
"2022-06-07, 08:00:00",27.3540,27.4380,25.1010,27.0360,733538.1
